23495_7#299	III	N/A	99.419	0	172	172	1	0	293693	293864	172	1	1.31e-85	313
23495_7#300	Ib	N/A	100.000	0	143	143	0	0	1178414	1178556	143	1	3.98e-71	265
23495_7#301	III	N/A	98.837	0	172	172	2	0	18875	19046	172	1	6.53e-84	307
23495_7#302	III	N/A	99.419	0	172	172	1	0	509340	509511	172	1	1.39e-85	313
23495_7#303	V	N/A	100.000	0	171	171	0	0	585335	585505	171	1	1.10e-86	316
23495_7#304	Ia	N/A	94.406	0	143	143	8	0	741217	741359	143	1	8.35e-58	220
23495_7#305	Ib	N/A	100.000	0	143	143	0	0	2110281	2110423	143	1	3.97e-71	265
23495_7#305	Ia	N/A	94.406	0	143	143	8	0	171794	171936	143	1	8.72e-58	220
23495_7#306	V	N/A	100.000	0	171	171	0	0	67533	67703	1	171	1.09e-86	316
23495_7#306	Ib	N/A	100.000	0	61	143	0	0	2106713	2106773	1	61	1.53e-25	113
23495_7#307	III	N/A	99.419	0	172	172	1	0	510187	510358	172	1	1.42e-85	313
23495_7#308	III	N/A	99.419	0	172	172	1	0	761020	761191	172	1	1.39e-85	313
23495_7#309	II	N/A	100.000	0	139	139	0	0	1444055	1444193	1	139	6.71e-69	257
23495_7#310	III	N/A	99.419	0	172	172	1	0	732623	732794	172	1	1.37e-85	313
23495_7#311	Ia	N/A	94.406	0	143	143	8	0	780546	780688	143	1	8.71e-58	220
23495_7#312	V	N/A	100.000	0	171	171	0	0	1202825	1202995	1	171	1.09e-86	316
23495_7#313	V	N/A	100.000	0	171	171	0	0	585401	585571	171	1	1.10e-86	316
23495_7#314	IV	N/A	100.000	0	222	222	0	0	1332097	1332318	222	1	5.05e-115	411
23495_7#315	II	N/A	100.000	0	139	139	0	0	1424158	1424296	1	139	6.51e-69	257
23495_7#316	III	N/A	99.419	0	172	172	1	0	309450	309621	1	172	1.37e-85	313
23495_7#317	II	N/A	100.000	0	139	139	0	0	1650282	1650420	139	1	7.25e-69	257
23495_7#318	III	N/A	99.419	0	172	172	1	0	759036	759207	172	1	1.38e-85	313
23495_7#319	Ia	N/A	94.406	0	143	143	8	0	523350	523492	1	143	8.83e-58	220
23495_7#320	III	N/A	99.419	0	172	172	1	0	1008463	1008634	172	1	1.45e-85	313
23495_7#321	V	N/A	100.000	0	171	171	0	0	67533	67703	1	171	1.09e-86	316
23495_7#322	V	N/A	100.000	0	171	171	0	0	32807	32977	1	171	1.07e-86	316
23495_7#323	III	N/A	99.419	0	172	172	1	0	936065	936236	1	172	1.38e-85	313
23495_7#324	Ia	N/A	94.406	0	143	143	8	0	1582265	1582407	143	1	8.46e-58	220
23495_7#325	Ib	N/A	100.000	0	143	143	0	0	1147836	1147978	1	143	3.85e-71	265
23495_7#326	Ia	N/A	94.406	0	143	143	8	0	573149	573291	1	143	8.93e-58	220
23495_7#327	Ia	N/A	94.406	0	143	143	8	0	745515	745657	143	1	8.43e-58	220
23495_7#328	IV	N/A	100.000	0	222	222	0	0	1068321	1068542	1	222	5.02e-115	411
23495_7#329	Ia	N/A	94.406	0	143	143	8	0	719832	719974	143	1	8.62e-58	220
23495_7#330	IV	N/A	100.000	0	222	222	0	0	1067885	1068106	1	222	4.92e-115	411
23495_7#331	Ib	N/A	100.000	0	143	143	0	0	1202398	1202540	1	143	3.94e-71	265
23495_7#332	III	N/A	99.419	0	172	172	1	0	1333299	1333470	172	1	1.39e-85	313
23495_7#333	Ib	N/A	100.000	0	143	143	0	0	1031688	1031830	1	143	4.14e-71	265
23495_7#334	III	N/A	99.419	0	172	172	1	0	1752533	1752704	1	172	1.41e-85	313
23495_7#335	II	N/A	100.000	0	139	139	0	0	2114173	2114311	1	139	6.90e-69	257
23495_7#336	Ia	N/A	94.406	0	143	143	8	0	745404	745546	143	1	8.61e-58	220
23495_7#337	IV	N/A	100.000	0	222	222	0	0	1396048	1396269	222	1	4.90e-115	411
23495_7#338	IV	N/A	100.000	0	222	222	0	0	1099052	1099273	1	222	5.07e-115	411
23495_7#339	Ib	N/A	100.000	0	143	143	0	0	1129896	1130038	143	1	3.89e-71	265
23495_7#340	III	N/A	99.419	0	172	172	1	0	1532943	1533114	1	172	1.40e-85	313
23495_7#340	II	N/A	100.000	0	139	139	0	0	2093377	2093515	1	139	6.64e-69	257
23495_7#341	Ib	N/A	100.000	0	143	143	0	0	1336791	1336933	143	1	3.92e-71	265
23495_7#342	III	N/A	99.419	0	172	172	1	0	509625	509796	172	1	1.38e-85	313
23495_7#343	V	N/A	100.000	0	171	171	0	0	537733	537903	171	1	1.09e-86	316
23495_7#344	Ia	N/A	94.406	0	143	143	8	0	1262931	1263073	143	1	8.52e-58	220
23495_7#345	Ia	N/A	94.406	0	143	143	8	0	782178	782320	143	1	8.68e-58	220
23495_7#346	Ia	N/A	94.406	0	143	143	8	0	1402972	1403114	143	1	8.65e-58	220
23495_7#347	Ia	N/A	94.406	0	143	143	8	0	946713	946855	1	143	8.54e-58	220
23495_7#348	III	N/A	99.419	0	172	172	1	0	924380	924551	1	172	1.43e-85	313
23495_7#349	III	N/A	99.419	0	172	172	1	0	1695239	1695410	1	172	1.46e-85	313
23495_7#350	III	N/A	99.419	0	172	172	1	0	509392	509563	172	1	1.42e-85	313
23495_7#351	III	N/A	99.419	0	172	172	1	0	425037	425208	1	172	1.44e-85	313
23495_7#352	Ia	N/A	94.406	0	143	143	8	0	1261440	1261582	1	143	8.50e-58	220
23495_7#353	Ia	N/A	94.406	0	143	143	8	0	171793	171935	143	1	8.85e-58	220
23495_7#354	V	N/A	100.000	0	171	171	0	0	14592	14762	1	171	1.10e-86	316
23495_7#355	Ia	N/A	94.406	0	143	143	8	0	946824	946966	1	143	8.47e-58	220
23495_7#356	III	N/A	99.419	0	172	172	1	0	1581141	1581312	172	1	1.39e-85	313
23495_7#357	II	N/A	100.000	0	139	139	0	0	1643513	1643651	1	139	7.21e-69	257
23495_7#358	Ia	N/A	94.406	0	143	143	8	0	1853995	1854137	143	1	8.93e-58	220
23495_7#359	IV	N/A	100.000	0	222	222	0	0	1285233	1285454	1	222	4.91e-115	411
23495_7#360	III	N/A	99.419	0	172	172	1	0	109905	110076	172	1	1.40e-85	313
23495_7#361	IV	N/A	100.000	0	222	222	0	0	1303026	1303247	222	1	4.95e-115	411
23495_7#362	III	N/A	99.419	0	172	172	1	0	1124132	1124303	1	172	1.34e-85	313
23495_7#363	III	N/A	99.419	0	172	172	1	0	924390	924561	1	172	1.40e-85	313
23495_7#364	III	N/A	99.419	0	172	172	1	0	63590	63761	172	1	1.41e-85	313
23495_7#365	Ia	N/A	94.406	0	143	143	8	0	181491	181633	143	1	8.63e-58	220
23495_7#367	IV	N/A	100.000	0	222	222	0	0	1289728	1289949	1	222	5.02e-115	411
23495_7#368	II	N/A	100.000	0	139	139	0	0	192452	192590	139	1	6.52e-69	257
23495_7#369	Ia	N/A	94.406	0	143	143	8	0	434400	434542	143	1	8.60e-58	220
23495_7#370	III	N/A	99.419	0	172	172	1	0	1129589	1129760	172	1	1.35e-85	313
23495_7#371	Ib	N/A	100.000	0	143	143	0	0	1415819	1415961	143	1	3.88e-71	265
23495_7#372	III	N/A	99.419	0	172	172	1	0	1121425	1121596	1	172	1.34e-85	313
23495_7#373	Ib	N/A	100.000	0	143	143	0	0	772712	772854	143	1	4.15e-71	265
